용도,허가번호,업종,품목명,성분명(국문),성분명(영문),허가일,업체명
동물용의약품,020-103,제조,이글 메치오닌-50,메치오닌,DL-methionine,1989-04-04,(주)이글벳
동물용의약품,020-104,제조,다께란-10(수출용),세데카마이신,Sedecamycin,1989-12-21,(주)이글벳
동물용의약품,020-105,제조,다께란-50(수출용),세데카마이신,Sedecamycin,1989-12-21,(주)이글벳
동물용의약품,020-107,제조,아목사실린산(Amoxicillin Soluble Powder.),아목시실린,Amoxicillin,1990-07-09,(주)이글벳
동물용의약품,020-109,제조,수산전용 이글설파-500,설파디메톡신,Sulfadimethoxine,1991-03-28,(주)이글벳
동물용의약품,020-110,제조,수산전용 O.T.C.고농도산,옥시테트라싸이클린염산염,Oxytetracycline HCl,1991-03-28,(주)이글벳
동물용의약품,020-111,제조,수산전용토코산,비타민 E,Vitamin E,1991-03-28,(주)이글벳
동물용의약품,020-113,제조,수산전용 푸로락토2호,효소+미생물배양체,Enzymes+Microorganism,1991-03-28,(주)이글벳
동물용의약품,020-114,제조,수산전용 아목사실린,아목시실린,Amoxicillin,1991-03-28,(주)이글벳
동물용의약품,020-115,제조,아이브로신 수용산(AIVLOSIN SOLUBLES),타이로신,Tylosin,1992-07-04,(주)이글벳
동물용의약품,020-116,제조,아이브로신-10(AIVLOSIN-10),아세틸이소바레릴타일로신타르타르산(틸바로신),Acetylisovaleryltylosin Tartrate(Tylvalosin),1992-07-04,(주)이글벳
동물용의약품,020-117,제조,아이브로신-50(AIVLOSIN-50),아세틸이소바레릴타일로신타르타르산(틸바로신),Acetylisovaleryltylosin Tartrate(Tylvalosin),1992-07-04,(주)이글벳
동물용의약품,020-118,제조,시프로틸액(수출용)(CIPROTIL SOLUTION),시프로플록사신,Ciprofloxacine,1992-12-29,(주)이글벳
동물용의약품,020-119,제조,시프로틸 50주(수출용)(CIPROTIL 50 INJ),시프로플록사신,Ciprofloxacine,1992-12-29,(주)이글벳
동물용의약품,020-122,제조,이글 양어용E.C,비타민 C/E,Vitamin C/E,1993-07-06,(주)이글벳
동물용의약품,020-123,제조,앰피콜(수출용)(AMPICOL),콜리스틴+암피실린+클로르페니라민+리도카인,Colistin sulfate+Ampicillin+Chlorpheniramine+Lidocaine,1994-03-02,(주)이글벳
동물용의약품,020-124,제조,옥시벳 10 주(수출용)(Oxyvet 10 Inj.),옥시테트라싸이클린염산염,Oxytetracycline HCl,1994-03-02,(주)이글벳
동물용의약품,020-126,제조,롱펜실린(주)(Long-Pencillin Inj.),페니실린지프로카인+페니실린지벤자틴,Penicillin G procaine+Penicillin G benzathine,1994-10-18,(주)이글벳
동물용의약품,020-129,제조,이글 가나마이신 주(수출용)(EAGLE KANAMYCIN),카나마이신,Kanamycin,1995-09-23,(주)이글벳
동물용의약품,020-130,제조,팍프림 주(Pacprim Injection),트리메토프림+설파메톡사졸,Trimethoprim+Sulfamethoxazole,1995-10-17,(주)이글벳
동물용의약품,020-131,제조,이글 타이로신100주,타이로신,Tylosin,1995-11-03,(주)이글벳
동물용의약품,020-132,제조,이글 타이로신 200주(수출용),타이로신,Tylosin,1995-11-03,(주)이글벳
동물용의약품,020-133,제조,엔프로틸 100주(ENPROTIL 25 INJ),엔로플록사신,Enrofloxacin,1996-03-25,(주)이글벳
동물용의약품,020-134,제조,엔프로틸 50주,엔로플록사신,Enrofloxacin,1996-11-20,(주)이글벳
동물용의약품,020-135,제조,엔프로틸액,엔로플록사신,Enrofloxacin,1996-11-20,(주)이글벳
동물용의약품,020-136,제조,비타폴트-A(액),기타영양공급약,Mineral supplemental preparations,1996-12-04,(주)이글벳
동물용의약품,020-137,제조,슈퍼로신(첨),타이로신+클로르테트라싸이클린,Tylosine+Chlortetracycline,1997-01-08,(주)이글벳
동물용의약품,020-138,제조,양어용로비솔판-50(액),기타영양공급약,Mineral supplemental preparations,1997-01-31,(주)이글벳
동물용의약품,020-139,제조,주문용배합사료첨가제,주문용사료첨가제,Custom,1997-06-28,(주)이글벳
동물용의약품,020-140,제조,뉴-팍프림,트리메토프림+설파메톡사졸,Trimethoprim+Sulfamethoxazole,1998-04-03,(주)이글벳
동물용의약품,020-141,제조,보비로시드 펠렛,라사로시드나트륨,Lasalocid sodium,1998-04-03,(주)이글벳
동물용의약품,020-142,제조,콜리-암(Collie-AM),암피실린+콜리스틴,Ampicillin+Colistin sulfate,1998-06-08,(주)이글벳
동물용의약품,020-143,제조,에리 프림(수출용),에리스로마이신+설파메톡사졸+트리메토프림,Erythromycin+Sulfamethoxazole+Trimethoprim,1998-06-08,(주)이글벳
동물용의약품,020-144,제조,아이론-디(주)(수출용),덱스트란철,Iron dextran,1998-08-12,(주)이글벳
동물용의약품,020-145,제조,옥시벳 5 주(수출용),옥시테트라싸이클린염산염,Oxytetracycline HCl,1998-08-12,(주)이글벳
동물용의약품,020-146,제조,레바미졸10(주)수출용,레바미졸,Levamizole,1998-08-12,(주)이글벳
동물용의약품,020-147,제조,슈퍼비타 콘크(수출용),기타영양공급약,Mineral supplemental preparations,1998-08-12,(주)이글벳
동물용의약품,020-148,제조,피프라 액(수출용)(Pipra Solution),피페라진,Piperazine,1998-10-20,(주)이글벳
동물용의약품,020-149,제조,알벤다 10액(수출용),알벤다졸,Albendazole,1998-10-20,(주)이글벳
동물용의약품,020-150,제조,이글겐타마이신10(주)(수출용),겐타마이신,Gentamycin,1998-10-21,(주)이글벳
동물용의약품,020-151,제조,씨엠피-콘크(C.M.P-CONC.),페니실린지프로카인+클로르테트라싸이클린염산염+설파치아졸,Penicillin G procaine+Chlortetracyclin HCl+Sulfathiazole,1998-10-21,(주)이글벳
동물용의약품,020-152,제조,옥시 엘에이(OXYVET LA),옥시테트라싸이클린,Oxytetracycline,1998-12-01,(주)이글벳
동물용의약품,020-153,제조,비타파워 주(수출용)(VITAPOWER INJ.),비타민공급약,Vitamin supplemental preparations,1998-12-01,(주)이글벳
동물용의약품,020-154,제조,덱사파워 주(수출용)(DEXAPOWER INJ.),덱사메타손,Dexamethasone sodium phosphate,1998-12-01,(주)이글벳
동물용의약품,020-155,제조,디미날(주)(수출용),디미나젠+페나존,Diminazene+Phenazone,1999-06-14,(주)이글벳
동물용의약품,020-156,제조,설미딘(주)(수출용),설파메타진,Sulfamethazine,1999-06-14,(주)이글벳
동물용의약품,020-157,제조,후루벤-10,플루벤다졸,Flubendazole,1999-08-02,(주)이글벳
동물용의약품,020-159,제조,이글 타이로신 200주,타이로신,Tylosin,2000-08-02,(주)이글벳
동물용의약품,020-161,제조,옥시벳-엘에이(OXYVET-LA),옥시테트라싸이클린,Oxytetracycline,2001-03-13,(주)이글벳
동물용의약품,020-162,제조,알벤다 볼러스 2500(수출용),알벤다졸,Albendazole,2001-08-14,(주)이글벳
동물용의약품,020-163,제조,알벤다볼러스600(수출용),알벤다졸,Albendazole,2001-08-14,(주)이글벳
동물용의약품,020-164,제조,알벤다볼러스300(수출용),알벤다졸,Albendazole,2001-08-14,(주)이글벳
동물용의약품,020-165,제조,모란텍(수출용)(MORANTECT),모란텔시트레이트,Morantelcitrate,2001-08-14,(주)이글벳
동물용의약품,020-166,제조,벤다졸과립(Bendazol Graniles),알벤다졸,Albendazole,2001-12-21,(주)이글벳
동물용의약품,020-167,제조,아쿠아플로(AQUAFLOR),플로르페니콜,Florfenicol,2002-04-11,(주)이글벳
동물용의약품,020-168,제조,고윈-C 10(gowin-C 10),비타민 C,Vitamin C,2002-06-11,(주)이글벳
동물용의약품,020-169,제조,수산용 고윈-C 10(Aqua gowin-C 10),비타민 C,Vitamin C,2002-06-11,(주)이글벳
동물용의약품,020-170,제조,이글 비타민-C(Eagle vitamin-C),비타민 C,Vitamin C,2002-06-11,(주)이글벳
동물용의약품,020-171,제조,레스치오닌-C주(수출용),기타영양공급약,"Others, Nutrition supplemental preparations",2002-06-29,(주)이글벳
동물용의약품,020-172,제조,아쿠아플로액,플로르페니콜,Florfenicol,2002-07-31,(주)이글벳
동물용의약품,020-173,제조,레바미졸액10%(수출용),레바미졸,Levamizole,2002-08-26,(주)이글벳
동물용의약품,020-174,제조,레바미졸액 5%(수출용),레바미졸,Levamizole,2002-08-26,(주)이글벳
동물용의약품,020-175,제조,레바미졸액 3%(수출용),레바미졸,Levamizole,2002-08-26,(주)이글벳
동물용의약품,020-176,제조,이글 프라지콴텔,프라지퀸텔,Praziquintel,2002-10-05,(주)이글벳
동물용의약품,020-177,제조,이멕틴플러스(E-mectin plus),이버멕틴+클로술론,IVERMECTIN+CLORSULON,2003-01-14,(주)이글벳
동물용의약품,020-178,제조,프리벤하트 정,이버멕틴+피란텔,Ivermectin+Pyrantel,2003-03-17,(주)이글벳
동물용의약품,020-179,제조,이글-비노펜 주,암피실린,Ampicillin,2003-10-13,(주)이글벳
동물용의약품,020-182,제조,타이로-PC 골드(수출용),치암페니콜+타이로신+프레드니솔론,Thiamphenicol+Tylosin tartrate+Prednisolone,2004-07-22,(주)이글벳
동물용의약품,020-183,제조,이글 롱피에스 (주),페니실린지프로카인-벤자틴+디하이드로스트렙토마이신,Penicillin G procaine-benzathin+Dihydrostreptomycin sulfate,2005-01-25,(주)이글벳
동물용의약품,020-184,제조,이멕틴-P,이버멕틴,Ivermectin,2005-03-24,(주)이글벳
동물용의약품,020-185,제조,목사펜-200,아목시실린+아세타미노펜,Amoxicillin+Acetaminophen,2005-04-22,(주)이글벳
동물용의약품,020-186,제조,니트로실(수출용),니트록시닐+에글루민,Nitroxynil+Eglumin,2005-04-22,(주)이글벳
동물용의약품,020-187,제조,부파쿠온(주)(수출용)(Bupaquone injection),부파바쿠온,Buparvaquone,2005-07-21,(주)이글벳
동물용의약품,020-188,제조,이-카브졸(주)(수출용),이미도카브,Imidocarb,2005-07-21,(주)이글벳
동물용의약품,020-189,제조,콕시톨트라졸(Coccitoltrazol),톨트라주릴,Toltrazuril,2005-07-29,(주)이글벳
동물용의약품,020-190,제조,비테이드 주,비타민 A/D3/E,Vitamin A/D3/E,2005-12-23,(주)이글벳
동물용의약품,020-191,제조,이멕틴-원(E-mectin-ONE),이버멕틴,Ivermectin,2006-03-02,(주)이글벳
동물용의약품,020-192,제조,수산용 글루원,글루타치온,Glutathion,2006-03-17,(주)이글벳
동물용의약품,020-193,제조,비타폴트-100,비타민 공급약(6개이상),Vitamin supplemental preparations,2006-05-23,(주)이글벳
동물용의약품,020-194,제조,부스콤(Buscom),스코폴라민+디피론,Scopolamine+Dipyrone,2007-04-23,(주)이글벳
동물용의약품,020-195,제조,이글 살리노마이신 60,살리노마이신나트륨,Salinomysin sodium,2007-11-07,(주)이글벳
동물용의약품,020-196,제조,이글 마두라,마두라마이신암모늄,Maduramycin ammonium,2007-11-28,(주)이글벳
동물용의약품,020-197,제조,아목사실린-150주사(Amoxicillin-150 Inj),아목시실린,Amoxicillin,2007-12-24,(주)이글벳
동물용의약품,020-198,제조,목사믹스 주(Moxamix Inj),아목시실린,Amoxicillin,2007-12-24,(주)이글벳
동물용의약품,020-200,제조,이글 콕시졸(Eagle Cox. Sol),톨트라주릴,Toltrazuril,2008-05-13,(주)이글벳
동물용의약품,020-201,제조,슈퍼플로40,플로르페니콜,Florfenicol,2008-06-10,(주)이글벳
동물용의약품,020-202,제조,린스펙틴-F,린코마이신+스펙티노마이신,Lincomycin+Spectinomycin,2009-02-17,(주)이글벳
동물용의약품,020-203,제조,린스펙틴-S,린코마이신+스펙티노마이신,Lincomycin+Spectinomycin,2009-04-15,(주)이글벳
동물용의약품,020-204,제조,슈퍼플로 300액,플로르페니콜,Florfenicol,2009-04-23,(주)이글벳
동물용의약품,020-205,제조,페네타메이트 분말주사(수출용)(penethaject),페네타메이트,Penethamate,2009-06-23,(주)이글벳
동물용의약품,020-206,제조,베스타디움(수출용)(Bestadium),이소메타미듐,Isometamidium,2009-07-10,(주)이글벳
동물용의약품,020-207,제조,슈퍼플로 40F(Superflo 40F),플로르페니콜,Florfenicol,2009-09-04,(주)이글벳
동물용의약품,020-208,제조,슈퍼플로 200액,플로르페니콜,Florfenicol,2009-09-30,(주)이글벳
동물용의약품,020-209,제조,팍프림액,트리메토프림+설파메톡사졸,Trimethoprim+Sulfamethoxazole,2010-01-28,(주)이글벳
동물용의약품,020-210,제조,플루메퀸500 WSP(Flumequine500 WSP),플루메퀸,Flumequine,2010-02-22,(주)이글벳
동물용의약품,020-211,제조,슈퍼플로 300주(플로르페니콜)(Superflo 300 Inj.),플로르페니콜,Florfenicol,2010-02-22,(주)이글벳
동물용의약품,020-212,제조,수산전용 OTC 500산,옥시테트라싸이클린염산염,Oxytetracycline HCl,2010-02-22,(주)이글벳
동물용의약품,020-213,제조,독시 200 수용산(수출용)(Doxy 200 W.S.P.),독시싸이클린,Doxycycline,2010-03-02,(주)이글벳
동물용의약품,020-214,제조,독시 300 수용산(수출용)(Doxy 300 W.S.P.),독시싸이클린,Doxycycline,2010-03-02,(주)이글벳
동물용의약품,020-215,제조,세프티오퍼 분말주사(Ceftiofur injectable powder),세프티오퍼,Ceftiofur,2010-04-26,(주)이글벳
동물용의약품,020-216,제조,이글 안티 히스타 주(Eagle Anti Hista Inj),트리페레나민,Tripelennamine,2010-04-26,(주)이글벳
동물용의약품,020-217,제조,린스펙틴 분말주사(LinSpectin Injectable Powder),린코마이신+스펙티노마이신,Lincomycin+Spectinomycin,2010-08-19,(주)이글벳
동물용의약품,020-218,제조,이글 펜스텝(주)(수출용)(Eagle Penstep Injection),페니실린지프로카인+디하이드로스트렙토마이신,Penicillin G procaine+Dihydrostreptomycin sulfate,2010-10-22,(주)이글벳
동물용의약품,020-219,제조,이글 카토풀 주(Eagle Catofull Inj.),부타포스판,Butaphosphan,2010-10-22,(주)이글벳
동물용의약품,020-222,제조,디미날 플러스 분말주사(수출용)(Diminal plus inkectable powder),디미나젠+페나존+시아노코발라민,Diminazene+Phenazone+Cyanocobalamine,2011-03-28,(주)이글벳
동물용의약품,020-223,제조,이글 케토프로펜 10％ 주,케토프로펜,Ketoprofen,2011-06-26,(주)이글벳
동물용의약품,020-224,제조,노프록사신200액(수출용)(Norfloxacin 200 Solution),노플록사신,Norfloxacine,2011-07-13,(주)이글벳
동물용의약품,020-225,제조,이글 피린 주(Eagle pyrine Injection),설피린,Sulpyrine,2011-08-25,(주)이글벳
동물용의약품,020-226,제조,엔프로틸200액(Enprotil 200 Sol.),엔로플록사신,Enrofloxacin,2012-07-02,(주)이글벳
동물용의약품,020-227,제조,수산전용 플로르페니콜 30％ 액(Marineflo 30％ solution),플로르페니콜,Florfenicol,2012-07-16,(주)이글벳
동물용의약품,020-228,제조,이글 틸미코신 250액(Eagle tilmicosin 250 solution),틸미코신포스페이트,Tilmicosin phosphate,2013-01-08,(주)이글벳
동물용의약품,020-229,제조,이글 세프티오퍼 현탁 10퍼센트 주(Eagle Ceftiofur Suspension 10percent Inj.),세프티오퍼 염산염,Ceftiofur Hydrochloride,2013-04-12,(주)이글벳
동물용의약품,020-231,제조,세프퀴놈 2.5％ 현탁주(Cefquinome 2.5％ Suspension Inj),세프퀴놈,Cefquinome,2013-09-05,(주)이글벳
동물용의약품,020-232,제조,아목시-콜리(Amoxi-Collie),아목시실린,Amoxicillin,2013-12-24,(주)이글벳
동물용의약품,020-233,제조,이글 이버멕틴 외용액(Eagle Ivermectin Pour-On Sol.),이버멕틴,Ivermectin,2014-05-28,(주)이글벳
동물용의약품,020-234,제조,이글 파바쿠온 주(Eagle Pavaquone Inj.),파바쿠온,Parvaquone,2014-08-21,(주)이글벳
동물용의약품,020-235,제조,케토코나졸 정제(Ketoconazole Tablets.),케토코나졸,Ketoconazole,2014-10-13,(주)이글벳
동물용의약품,020-236,제조,이글 롱 펜 엔 스트렙 주(Eagle Long pen and Strep Injection),페니실린지프로카인-벤자틴+디하이드로스트렙토마이신,Penicillin G procaine-benzathin+Dihydrostreptomycin sulfate,2014-11-13,(주)이글벳
동물용의약품,020-237,제조,이글 피-스트렙 20/25 주(Eagle P-Strep 20/25 Injection),페니실린지프로카인+디하이드로스트렙토마이신,Penicillin G procaine+Dihydrostreptomycin sulfate,2014-11-13,(주)이글벳
동물용의약품,020-238,제조,이글 암피실린 200(Eagle Ampicillin 200 Soluble Powder),암피실린,Ampicillin,2014-12-15,(주)이글벳
동물용의약품,020-239,제조,마보맥스 10 주(Marbomax 10 Inj.),마보플록사신,Marbofloxacin,2015-02-12,(주)이글벳
